title,studio,lifetime_gross,year
Vital Signs,Fox,1224605,1990
Child 44,Lionsgate,1224330,2015
Cool as Ice,Universal,1193062,1991
Repentance,Lionsgate,1189612,2014
Bee Season,Fox,1180560,2005
Shower,Sony,1157764,2000
Step (2017),Fox,1154982,2017
Get Real,Paramount,1152979,1999
Two Much,Disney,1141556,1996
Groove,Sony,1115313,2000
The U.S. Vs. John Lennon,Lionsgate,1109146,2006
Sacred Planet (IMAX),Disney,1108356,2004
Where the Heart Is (1990),Disney,1106475,1990
Blood and Wine,Fox,1094668,1997
The Machinist,Paramount,1082715,2004
Time Code,Sony,1057750,2000
Bad Moon,WB,1055525,1996
Leonard Cohen I'm Your Man,Lionsgate,1044254,2006
Buried,Lionsgate,1044143,2010
Money For Nothing,Disney,1039824,1993
The Thing Called Love,Paramount,1029721,1993
Hard Candy,Lionsgate,1024640,2006
Attack the Block,Screen Gems,1024175,2011
Stalingrad (2014),Sony,1013945,2014
Cobb,WB,1007583,1994
Fast Food Nation,Fox,1005539,2006
Meeting Venus,WB,1000348,1991
The Beaver,Summit,970816,2011
Last Flag Flying,Lionsgate,965481,2017
More Than a Game,Lionsgate,950675,2009
Come See the Paradise,Fox,947306,1990
American Teen,Paramount,942441,2008
Watchers,Universal,940173,1988
Separate Lies,Fox,924260,2005
Chandni Chowk to China,WB,921738,2009
Brain Donors,Paramount,918239,1992
Stuart Saves His Family,Paramount,912082,1995
The Brothers Solomon,Screen Gems,900926,2007
Saawariya,Sony,885574,2007
Journey to the West: The Demons Strike Back,Sony,880346,2017
Duma,WB,870067,2005
Mas Negro Que La Noche,Lionsgate,870063,2014
Anna Karenina (1997),WB,858553,1997
An American Rhapsody,Paramount,850255,2001
Arctic Tale,Paramount,833532,2007
Apres Vous,Paramount,830292,2005
Until the End of the World,WB,829625,1991
Bulletproof (1988),Universal,807947,1988
Patti Cake$,Fox,800148,2017
Firelight,Disney,785482,1998
Turtle Beach,WB,778535,1992
Without Limits,WB,777423,1998
Listen Up: The Lives of Quincy Jones,WB,776699,1990
Bloody Sunday,Paramount,773228,2002
Passion of Mind,Paramount,769272,2000
The Salton Sea,WB,764554,2002
Mubarakan,Sony,758868,2017
Love Potion No. 9,Fox,754935,1992
Middle Men,Paramount,754301,2010
First Descent,Universal,750805,2005
Ask the Dust,Paramount,743847,2006
Warner Bros. 75th Anniversary Film Festival,WB,741855,1998
Charlotte Gray,WB,741394,2001
Les Miserables (1995),WB,740048,1995
And Now Ladies and Gentlemen,Paramount,736872,2003
Fade to Black,Paramount,728921,2004
Metropolis (2002),Sony,722932,2002
Coupe de Ville,Universal,715983,1990
Holy Matrimony,Disney,713234,1994
The Van,Fox,712095,1997
Monster Hunt 2,Lionsgate,706153,2018
"Men, Women & Children",Paramount,705908,2014
Polish Wedding,Fox,692588,1998
Inside Deep Throat,Universal,691880,2005
"Dancer, Texas Pop. 81",Sony,676631,1998
Imagine Me and You,Fox,672243,2006
Some Mother's Son,Sony,671437,1996
The Emperor's New Clothes,Paramount,661903,2002
Star Maps,Fox,661465,1997
Wilson,Fox,653951,2017
El Jeremias,Sony,650465,2016
Focus,Paramount,645418,2001
The Virginity Hit,Sony,636706,2010
Goya in Bordeaux,Sony,635361,2000
"The Prize Winner of Defiance, Ohio",DreamWorks,627844,2005
Not Fade Away,Paramount,610792,2012
Blue Collar Comedy Tour,WB,604856,2003
Mean Creek,Paramount,603951,2004
Swept Away,Screen Gems,598645,2002
Schultze Gets the Blues,Paramount,595071,2005
Prefontaine,Disney,589304,1997
Elvis On Tour 75th Anniversary,WB,587818,2010
Thunderstruck,WB,587211,2012
Freeheld,Lionsgate,573335,2015
My First Mister,Paramount,568762,2001
Dum Maaro Dum,Fox,564489,2011
Bottle Rocket,Sony,560069,1996
Love Me If You Dare,Paramount,553504,2004
Heavy Metal (re-issue),Sony,546545,1996
American Pastoral,Lionsgate,544098,2016
20 Dates,Fox,541636,1999
By the Sea,Universal,538460,2015
Funny Bones,Disney,532268,1995
Our Lady of the Assassins,Paramount,525330,2001
Still Crazy,Sony,524864,1999
Dom Hemingway,Fox,523511,2014
"Thelonious Monk: Straight, No Chaser",WB,518918,1989
Boys,Disney,516349,1996
The Inevitable Defeat of Mister and Pete,Lionsgate,494608,2013
The Browning Version,Paramount,487391,1994
Joshua,Fox,482355,2007
Crossing the Bridge,Disney,479676,1992
The Affair of the Necklace,WB,471210,2001
The Last Shot,Disney,464275,2004
The Last Supper,Sony,459749,1996
Day Watch,Fox,450897,2007
Condorito: La Pelicula,Lionsgate,447719,2018
The Triumph of Love,Paramount,447267,2002
The Way Home,Paramount,445367,2002
Idiocracy,Fox,444093,2006
Body Snatchers,WB,428868,1994
Tiger Warsaw,Sony,422667,1988
Storyville,Fox,422503,1992
True Colors,Paramount,418807,1991
How to Get Ahead in Advertising,WB,418053,1989
3 Ninjas Knuckle Up,Sony,413479,1995
1998 Bugs Bunny Film Festival,WB,413076,1998
Sound of My Voice,Fox,408015,2012
Swept from the Sea,Sony,397020,1998
Dogfight,WB,394631,1991
Soorma,Sony,390077,2018
Little Manhattan,Fox,385373,2005
Into the Arms of Strangers,WB,382807,2000
3 Ninjas: High Noon at Mega Mountain,Sony,375805,1998
Asylum,Paramount,375403,2005
Shooting Fish,Fox,375261,1998
I'll Sleep When I'm Dead,Paramount,360759,2004
Grateful Dawg,Sony,360251,2001
Enduring Love,Paramount,358362,2004
A Pyromaniac's Love Story,Disney,345972,1995
The United States of Leland,Paramount,343847,2004
The Singing Detective,Paramount,337174,2003
Welcome to Collinwood,WB,336620,2002
I Origins,Fox,336472,2014
Talent for the Game,Paramount,336396,1991
Frankenstein Unbound,Fox,334748,1990
The Assignment,Sony,332597,1997
The Education of Little Tree,Paramount,323411,1997
Winter Solstice,Paramount,319355,2005
Bride of the Wind,Paramount,318823,2001
Trekkies,Paramount,318246,1999
America's Heart and Soul,Disney,314402,2004
Rapa Nui,WB,305070,1994
Festival in Cannes,Paramount,299171,2002
Trixie,Sony,295683,2000
Love and Other Catastrophes,Fox,294212,1997
Feast of July,Disney,293274,1995
Passengers,Sony,292437,2008
Plain Clothes,Paramount,289323,1988
Powwow Highway,WB,283747,1989
Wrestling Ernest Hemingway,WB,278720,1993
Morning Light,Disney,275497,2008
Empire Records,WB,273188,1995
"Lucia, Lucia",Fox,269586,2003
The Lucky Ones,Lionsgate,266967,2008
Closet Land,Universal,259012,1991
The Reckoning,Paramount,257252,2004
Who is Cletis Tout?,Paramount,252706,2002
Lola Versus,Fox,252603,2012
Broken Bridges,Paramount,252539,2006
Dominion: Prequel to the Exorcist,WB,251495,2005
Stepping Out,Paramount,246000,1991
The New Age,WB,245217,1994
A Good Woman,Lionsgate,238609,2006
The Foot Fist Way,Paramount,234286,2008
Confetti,Fox,228498,2006
High Heels and Low Lifes,Disney,228194,2001
Bopha!,Paramount,212483,1993
Wolf Totem,Sony,210591,2015
Deliver Us from Evil (2006),Lionsgate,201275,2006
The Big Tease,WB,187152,2000
League of Gods,Sony,181633,2016
Go For It,Lionsgate,180237,2011
Breakfast of Champions,Disney,178278,1999
Cinco De Mayo: La Batalla,Lionsgate,173472,2013
The Experts,Paramount,169203,1989
Hangman's Curse,Fox,168406,2003
Solomon & Gaenor,Sony,165485,2000
The Closer You Get,Fox,164927,2000
The Loss of Sexual Innocence,Sony,164022,1999
The Blue Iguana,Paramount,161398,1988
Pastorela,Lionsgate,161194,2011
Distant Thunder,Paramount,156188,1988
Hecho En Mexico,Lionsgate,151133,2012
Repo: The Genetic Opera,Lionsgate,146750,2008
Company Man,Paramount,146193,2001
Deterrence,Paramount,145071,2000
Tigerland,Fox,139692,2000
Typhoon,Paramount,139059,2006
Endurance,Disney,137124,1999
Labios Rojos,Lionsgate,136163,2011
The Saint of Fort Washington,WB,134454,1993
Pure Country 2,WB,133771,2010
Police Academy 7: Mission to Moscow,WB,126247,1994
Sour Grapes,Sony,123104,1998
Till Human Voices Wake Us,Paramount,120601,2003
Running Free,Sony,117608,2000
Gentlemen Broncos,Fox,113682,2009
"Truth or Consequences, N.M.",Sony,109261,1997
The Secret Agent,Fox,106606,1996
Carriers,Paramount,104352,2009
Sweet Nothing,WB,102350,1996
The Trumpet of the Swan,Sony,102202,2001
The Adventures of Sebastian Cole,Paramount,100841,1999
The Stars Fell on Henrietta,WB,99318,1995
Train of Life,Paramount,98687,1999
Poster Boys,Sony,97049,2017
Keep Watching,Screen Gems,94178,2017
Mean Machine,Paramount,92770,2002
Such a Long Journey,Sony,92569,2000
A Show of Force,Paramount,91578,1990
Imaginary Crimes,WB,89611,1994
It's All True,Paramount,86980,1993
Second Best,WB,86115,1994
The Real Blonde,Paramount,83488,1998
Midnight Meat Train,Lionsgate,83361,2008
Slappy and the Stinkers,Sony,80837,1998
Waking Sleeping Beauty,Disney,80741,2010
My Best Friend's Wedding (2016),Sony,78578,2016
Homegrown,Sony,77910,1998
Fast Color,Lionsgate,76916,2019
"Bert Rigby, You're a Fool",WB,75868,1989
An Everlasting Piece,DreamWorks,75228,2000
Batkid Begins,WB,74709,2015
Virtual Sexuality,Sony,74007,1999
When the Whales Came,Fox,73131,1989
A Troll in Central Park,WB,71368,1994
Freaks of Nature,Sony,70958,2015
Among Giants,Fox,65748,1999
Just a Kiss,Paramount,64389,2002
It's Pat,Disney,60822,1994
House of Fools,Paramount,57862,2003
The Boys: The Sherman Brothers' Story,Disney,55513,2009
Lucky Break,Paramount,54606,2002
Intimate Relations,Fox,53662,1997
Tales from Earthsea,Disney,48461,2010
Margaret,Fox,46495,2011
New Best Friend,Sony,46375,2002
An Alan Smithee Film: Burn Hollywood Burn,Disney,45779,1998
Lost River,WB,45431,2015
The War at Home,Disney,44722,1996
For Better or Worse,Sony,41628,1995
A Personal Journey with Martin Scorsese Through American Movies,Disney,39075,1998
Whiteboyz,Fox,38738,1999
Wind Chill,Sony,36804,2007
What to Do in Case of Fire,Sony,33545,2002
Garage Days,Fox,32500,2003
Bootmen,Fox,31288,2000
Checking Out,WB,30877,1989
Freaked,Fox,29296,1993
Don't Tell,Lionsgate,29015,2006
Best Laid Plans,Fox,27816,1999
Barely Legal,Sony,26511,2005
Rails & Ties,WB,22136,2007
Loving Pablo,Universal,22017,2018
The Sunchaser,WB,21508,1996
Walt & El Grupo,Disney,20521,2009
That Night,WB,20194,1993
1995 Bugs Bunny Film Festival,WB,19587,1995
Love and a Bullet,Screen Gems,18926,2002
Jumpin' at the Boneyard,Fox,15706,1992
Circus,Sony,14693,2000
Abracadabra,Sony,13975,2017
And Then Came Love,WB,13944,2007
Soft Fruit,Fox,13654,2000
The Duelist,Sony,13450,2016
War of the Buttons,WB,12712,1995
Head Full of Honey,WB,12350,2018
Dreaming of Joseph Lees,Fox,12044,1999
Breaking Up,WB,11690,1997
Pontiac Moon,Paramount,11669,1994
The Suburbans,Sony,11130,1999
The Surburbans,Sony,11130,1999
Time and Tide,Sony,10770,2001
Anatomy,Sony,9660,2000
Capture the Flag,Paramount,6690,2015
The Missing Link,Universal,6127,1988
Tad the Lost Explorer and the Secret of King Midas,Paramount,5874,2017
No culpes al karma,Sony,5614,2017
Oro,Sony,5539,2017
The First $20 Million...,Fox,5491,2002
Cold Around the Heart,Fox,5171,1997
Slaughterhouse Rulez,Sony,4665,2019
"A Cool, Dry Place",Fox,4390,1999
The Marc Pease Experience,Paramount,4033,2009
1898: Los ultimos de Filipinas,Sony,2848,2017
El Pacto,Sony,2488,2018
I Still See You,Lionsgate,1359,2018
Trojan War,WB,309,1997
